,name,cif,K,n,R^2,energy
41000,hMOF-5038876,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065218
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995422
_cell_angle_beta	89.997198
_cell_angle_gamma	89.102381
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975818	0.139141	-0.136623
O2	O	1.547798	0.150554	-0.136626
O3	O	1.755383	0.006808	-0.136608
O4	O	1.768232	0.282887	-0.136641
O5	O	1.755371	0.006806	0.136619
O6	O	1.547785	0.150552	0.136601
O7	O	1.975805	0.139139	0.136604
Zn8	Zn	1.761793	0.144845	0.179983
Zn9	Zn	1.761810	0.144848	-0.180005
O10	O	1.768220	0.282885	0.136586
C11	C	1.492683	0.149456	-0.000013
C12	C	1.328477	0.146176	-0.000013
C13	C	1.749752	-0.028556	0.000006
C14	C	1.732975	-0.133926	0.000008
C15	C	1.702304	-0.326850	-0.000016
C16	C	1.821293	-0.383462	-0.000020
C17	C	1.804226	-0.490812	-0.000034
C18	C	1.719368	-0.219491	-0.000003
C19	C	2.030920	0.140237	-0.000013
C20	C	2.195126	0.143517	-0.000023
C21	C	1.773850	0.318249	-0.000032
C22	C	1.790627	0.423619	-0.000044
N23	N	1.761792	0.144843	0.425666
N24	N	1.761821	0.144842	-0.425688
H25	H	1.935980	-0.351306	-0.000130
H26	H	1.587626	-0.359004	-0.000021
",9.58670588964284,2.8073758705513736,1.0,0
41001,hMOF-5038877,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065218
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995422
_cell_angle_beta	89.997198
_cell_angle_gamma	89.102381
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975818	0.139141	-0.136623
O2	O	2.475818	0.639141	0.363377
O3	O	1.547798	0.150554	-0.136626
O4	O	2.047798	0.650554	0.363374
O5	O	1.755383	0.006808	-0.136608
O6	O	2.255383	0.506808	0.363392
O7	O	1.768232	0.282887	-0.136641
O8	O	2.268232	0.782887	0.363359
O9	O	1.755371	0.006806	0.136619
O10	O	2.255371	0.506806	0.636619
O11	O	1.547785	0.150552	0.136601
O12	O	2.047785	0.650552	0.636601
O13	O	1.975805	0.139139	0.136604
O14	O	2.475805	0.639139	0.636604
Zn15	Zn	1.761793	0.144845	0.179983
Zn16	Zn	2.261793	0.644845	0.679983
Zn17	Zn	1.761810	0.144848	-0.180005
Zn18	Zn	2.261810	0.644848	0.319995
O19	O	1.768220	0.282885	0.136586
O20	O	2.268220	0.782885	0.636586
C21	C	1.492683	0.149456	-0.000013
C22	C	1.992683	0.649456	0.499987
C23	C	1.328477	0.146176	-0.000013
C24	C	1.828477	0.646176	0.499987
C25	C	1.749752	-0.028556	0.000006
C26	C	2.249752	0.471444	0.500006
C27	C	1.732975	-0.133926	0.000008
C28	C	2.232975	0.366074	0.500008
C29	C	1.702304	-0.326850	-0.000016
C30	C	2.202304	0.173150	0.499984
C31	C	1.821293	-0.383462	-0.000020
C32	C	2.321293	0.116538	0.499980
C33	C	1.804226	-0.490812	-0.000034
C34	C	2.304226	0.009188	0.499966
C35	C	1.719368	-0.219491	-0.000003
C36	C	2.219368	0.280509	0.499997
C37	C	2.030920	0.140237	-0.000013
C38	C	2.530920	0.640237	0.499987
C39	C	2.195126	0.143517	-0.000023
C40	C	2.695126	0.643517	0.499977
C41	C	1.773850	0.318249	-0.000032
C42	C	2.273850	0.818249	0.499968
C43	C	1.790627	0.423619	-0.000044
C44	C	2.290627	0.923619	0.499956
N45	N	1.761792	0.144843	0.425666
N46	N	2.261792	0.644843	0.925666
N47	N	1.761821	0.144842	-0.425688
N48	N	2.261821	0.644842	0.074312
H49	H	1.935980	-0.351306	-0.000130
H50	H	2.435980	0.148694	0.499870
H51	H	1.587626	-0.359004	-0.000021
H52	H	2.087626	0.140996	0.499979
",12.467612176738706,6.972688015216206,1.0,0
41002,hMOF-5038878,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065218
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995422
_cell_angle_beta	89.997198
_cell_angle_gamma	89.102381
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975818	0.139141	-0.136623
O2	O	2.309151	0.472474	0.196710
O3	O	2.642484	0.805808	0.530043
O4	O	1.547798	0.150554	-0.136626
O5	O	1.881131	0.483887	0.196707
O6	O	2.214464	0.817221	0.530041
O7	O	1.755383	0.006808	-0.136608
O8	O	2.088717	0.340141	0.196725
O9	O	2.422050	0.673474	0.530058
O10	O	1.768232	0.282887	-0.136641
O11	O	2.101566	0.616220	0.196692
O12	O	2.434899	0.949554	0.530026
O13	O	1.755371	0.006806	0.136619
O14	O	2.088704	0.340139	0.469952
O15	O	2.422037	0.673473	0.803285
O16	O	1.547785	0.150552	0.136601
O17	O	1.881118	0.483885	0.469934
O18	O	2.214452	0.817219	0.803268
O19	O	1.975805	0.139139	0.136604
O20	O	2.309138	0.472472	0.469937
O21	O	2.642472	0.805806	0.803270
Zn22	Zn	1.761793	0.144845	0.179983
Zn23	Zn	2.095126	0.478179	0.513316
Zn24	Zn	2.428460	0.811512	0.846650
Zn25	Zn	1.761810	0.144848	-0.180005
Zn26	Zn	2.095143	0.478181	0.153328
Zn27	Zn	2.428476	0.811514	0.486661
O28	O	1.768220	0.282885	0.136586
O29	O	2.101553	0.616219	0.469920
O30	O	2.434886	0.949552	0.803253
C31	C	1.492683	0.149456	-0.000013
C32	C	1.826017	0.482789	0.333321
C33	C	2.159350	0.816123	0.666654
C34	C	1.328477	0.146176	-0.000013
C35	C	1.661810	0.479510	0.333320
C36	C	1.995144	0.812843	0.666653
C37	C	1.749752	-0.028556	0.000006
C38	C	2.083086	0.304777	0.333339
C39	C	2.416419	0.638111	0.666672
C40	C	1.732975	-0.133926	0.000008
C41	C	2.066309	0.199408	0.333341
C42	C	2.399642	0.532741	0.666674
C43	C	1.702304	-0.326850	-0.000016
C44	C	2.035637	0.006483	0.333317
C45	C	2.368970	0.339816	0.666650
C46	C	1.821293	-0.383462	-0.000020
C47	C	2.154626	-0.050129	0.333313
C48	C	2.487959	0.283205	0.666646
C49	C	1.804226	-0.490812	-0.000034
C50	C	2.137560	-0.157479	0.333300
C51	C	2.470893	0.175855	0.666633
C52	C	1.719368	-0.219491	-0.000003
C53	C	2.052701	0.113843	0.333330
C54	C	2.386034	0.447176	0.666664
C55	C	2.030920	0.140237	-0.000013
C56	C	2.364253	0.473570	0.333320
C57	C	2.697586	0.806904	0.666653
C58	C	2.195126	0.143517	-0.000023
C59	C	2.528459	0.476850	0.333310
C60	C	2.861793	0.810183	0.666643
C61	C	1.773850	0.318249	-0.000032
C62	C	2.107184	0.651582	0.333302
C63	C	2.440517	0.984916	0.666635
C64	C	1.790627	0.423619	-0.000044
C65	C	2.123961	0.756952	0.333289
C66	C	2.457294	1.090285	0.666622
N67	N	1.761792	0.144843	0.425666
N68	N	2.095126	0.478177	0.758999
N69	N	2.428459	0.811510	1.092332
N70	N	1.761821	0.144842	-0.425688
N71	N	2.095155	0.478176	-0.092355
N72	N	2.428488	0.811509	0.240979
H73	H	1.935980	-0.351306	-0.000130
H74	H	2.269313	-0.017973	0.333203
H75	H	2.602646	0.315360	0.666537
H76	H	1.587626	-0.359004	-0.000021
H77	H	1.920959	-0.025671	0.333312
H78	H	2.254292	0.307662	0.666646
",4.797082097310698e-24,0.9999999999999966,1.0,0
41003,hMOF-5038884,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065215
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995862
_cell_angle_beta	89.997013
_cell_angle_gamma	89.101787
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975820	0.139127	-0.136600
O2	O	2.475820	0.639127	0.363400
O3	O	1.547800	0.150543	-0.136608
O4	O	2.047800	0.650543	0.363392
O5	O	1.755386	0.006795	-0.136588
O6	O	2.255386	0.506795	0.363412
O7	O	1.768235	0.282875	-0.136620
O8	O	2.268235	0.782875	0.363380
O9	O	1.755370	0.006795	0.136640
O10	O	2.255370	0.506795	0.636640
O11	O	1.547784	0.150542	0.136619
O12	O	2.047784	0.650542	0.636619
O13	O	1.975804	0.139127	0.136627
O14	O	2.475804	0.639127	0.636627
Zn15	Zn	1.761792	0.144834	0.180004
Zn16	Zn	2.261792	0.644834	0.680004
Zn17	Zn	1.761813	0.144835	-0.179984
Zn18	Zn	2.261813	0.644835	0.320016
O19	O	1.768219	0.282874	0.136607
O20	O	2.268219	0.782874	0.636607
C21	C	1.492684	0.149446	0.000005
C22	C	1.992684	0.649446	0.500005
C23	C	1.328478	0.146168	0.000003
C24	C	1.828478	0.646168	0.500003
C25	C	1.749753	-0.028568	0.000027
C26	C	2.249753	0.471432	0.500027
C27	C	1.732976	-0.133937	0.000028
C28	C	2.232976	0.366063	0.500028
C29	C	1.702304	-0.326862	0.000004
C30	C	2.202304	0.173138	0.500004
C31	C	1.821294	-0.383474	0.000001
C32	C	2.321294	0.116526	0.500001
C33	C	1.804227	-0.490824	-0.000012
C34	C	2.304227	0.009176	0.499988
C35	C	1.719368	-0.219502	0.000018
C36	C	2.219368	0.280498	0.500018
C37	C	2.030921	0.140223	0.000011
C38	C	2.530921	0.640223	0.500011
C39	C	2.195127	0.143502	0.000003
C40	C	2.695127	0.643502	0.500003
C41	C	1.773851	0.318237	-0.000010
C42	C	2.273851	0.818237	0.499990
C43	C	1.790628	0.423607	-0.000023
C44	C	2.290628	0.923607	0.499977
N45	N	1.761788	0.144833	0.425687
N46	N	2.261788	0.644833	0.925687
N47	N	1.761815	0.144833	0.574333
N48	N	2.261815	0.644833	1.074333
H49	H	1.935981	-0.351319	-0.000107
H50	H	2.435981	0.148681	0.499893
H51	H	1.587627	-0.359015	-0.000002
H52	H	2.087627	0.140985	0.499998
",12.606562554460712,7.102486593576438,1.0,0
41004,hMOF-5038883,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065215
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995862
_cell_angle_beta	89.997013
_cell_angle_gamma	89.101787
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975820	0.139127	-0.136600
O2	O	1.547800	0.150543	-0.136608
O3	O	1.755386	0.006795	-0.136588
O4	O	1.768235	0.282875	-0.136620
O5	O	1.755370	0.006795	0.136640
O6	O	1.547784	0.150542	0.136619
O7	O	1.975804	0.139127	0.136627
Zn8	Zn	1.761792	0.144834	0.180004
Zn9	Zn	1.761813	0.144835	-0.179984
O10	O	1.768219	0.282874	0.136607
C11	C	1.492684	0.149446	0.000005
C12	C	1.328478	0.146168	0.000003
C13	C	1.749753	-0.028568	0.000027
C14	C	1.732976	-0.133937	0.000028
C15	C	1.702304	-0.326862	0.000004
C16	C	1.821294	-0.383474	0.000001
C17	C	1.804227	-0.490824	-0.000012
C18	C	1.719368	-0.219502	0.000018
C19	C	2.030921	0.140223	0.000011
C20	C	2.195127	0.143502	0.000003
C21	C	1.773851	0.318237	-0.000010
C22	C	1.790628	0.423607	-0.000023
N23	N	1.761788	0.144833	0.425687
N24	N	1.761815	0.144833	0.574333
H25	H	1.935981	-0.351319	-0.000107
H26	H	1.587627	-0.359015	-0.000002
",9.759634210524665,2.81876582955974,1.0,0
41005,hMOF-5038885,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065215
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995862
_cell_angle_beta	89.997013
_cell_angle_gamma	89.101787
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975820	0.139127	-0.136600
O2	O	2.309154	0.472460	0.196734
O3	O	2.642487	0.805794	0.530067
O4	O	1.547800	0.150543	-0.136608
O5	O	1.881134	0.483876	0.196726
O6	O	2.214467	0.817210	0.530059
O7	O	1.755386	0.006795	-0.136588
O8	O	2.088719	0.340129	0.196746
O9	O	2.422052	0.673462	0.530079
O10	O	1.768235	0.282875	-0.136620
O11	O	2.101568	0.616208	0.196714
O12	O	2.434902	0.949541	0.530047
O13	O	1.755370	0.006795	0.136640
O14	O	2.088703	0.340128	0.469973
O15	O	2.422036	0.673461	0.803306
O16	O	1.547784	0.150542	0.136619
O17	O	1.881117	0.483876	0.469953
O18	O	2.214451	0.817209	0.803286
O19	O	1.975804	0.139127	0.136627
O20	O	2.309138	0.472460	0.469961
O21	O	2.642471	0.805793	0.803294
Zn22	Zn	1.761792	0.144834	0.180004
Zn23	Zn	2.095125	0.478168	0.513337
Zn24	Zn	2.428458	0.811501	0.846671
Zn25	Zn	1.761813	0.144835	-0.179984
Zn26	Zn	2.095146	0.478168	0.153349
Zn27	Zn	2.428480	0.811502	0.486682
O28	O	1.768219	0.282874	0.136607
O29	O	2.101552	0.616208	0.469941
O30	O	2.434885	0.949541	0.803274
C31	C	1.492684	0.149446	0.000005
C32	C	1.826017	0.482780	0.333338
C33	C	2.159351	0.816113	0.666672
C34	C	1.328478	0.146168	0.000003
C35	C	1.661811	0.479501	0.333336
C36	C	1.995144	0.812834	0.666669
C37	C	1.749753	-0.028568	0.000027
C38	C	2.083087	0.304766	0.333360
C39	C	2.416420	0.638099	0.666693
C40	C	1.732976	-0.133937	0.000028
C41	C	2.066310	0.199396	0.333362
C42	C	2.399643	0.532729	0.666695
C43	C	1.702304	-0.326862	0.000004
C44	C	2.035638	0.006471	0.333337
C45	C	2.368971	0.339805	0.666671
C46	C	1.821294	-0.383474	0.000001
C47	C	2.154627	-0.050141	0.333335
C48	C	2.487960	0.283192	0.666668
C49	C	1.804227	-0.490824	-0.000012
C50	C	2.137561	-0.157491	0.333321
C51	C	2.470894	0.175842	0.666654
C52	C	1.719368	-0.219502	0.000018
C53	C	2.052702	0.113831	0.333351
C54	C	2.386035	0.447165	0.666684
C55	C	2.030921	0.140223	0.000011
C56	C	2.364254	0.473557	0.333344
C57	C	2.697587	0.806890	0.666678
C58	C	2.195127	0.143502	0.000003
C59	C	2.528460	0.476835	0.333336
C60	C	2.861794	0.810169	0.666669
C61	C	1.773851	0.318237	-0.000010
C62	C	2.107185	0.651570	0.333323
C63	C	2.440518	0.984904	0.666656
C64	C	1.790628	0.423607	-0.000023
C65	C	2.123962	0.756940	0.333310
C66	C	2.457295	1.090274	0.666644
N67	N	1.761788	0.144833	0.425687
N68	N	2.095121	0.478167	0.759020
N69	N	2.428455	0.811500	1.092353
N70	N	1.761815	0.144833	0.574333
N71	N	2.095148	0.478166	0.907666
N72	N	2.428481	0.811500	1.241000
H73	H	1.935981	-0.351319	-0.000107
H74	H	2.269314	-0.017986	0.333226
H75	H	2.602647	0.315347	0.666560
H76	H	1.587627	-0.359015	-0.000002
H77	H	1.920960	-0.025682	0.333331
H78	H	2.254293	0.307652	0.666665
",4.797082097310698e-24,0.9999999999999966,1.0,0
41006,hMOF-5038900,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065218
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995422
_cell_angle_beta	89.997198
_cell_angle_gamma	89.102381
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975818	0.139141	-0.136623
O2	O	1.547798	0.150554	-0.136626
O3	O	1.755383	0.006808	-0.136608
O4	O	1.768232	0.282887	-0.136641
O5	O	1.755371	0.006806	0.136619
O6	O	1.547785	0.150552	0.136601
O7	O	1.975805	0.139139	0.136604
Zn8	Zn	1.761793	0.144845	0.179983
Zn9	Zn	1.761810	0.144848	-0.180005
O10	O	1.768220	0.282885	0.136586
C11	C	1.492683	0.149456	-0.000013
C12	C	1.328477	0.146176	-0.000013
C13	C	1.749752	-0.028556	0.000006
C14	C	1.732975	-0.133926	0.000008
C15	C	1.702304	-0.326850	-0.000016
C16	C	1.821293	-0.383462	-0.000020
C17	C	1.804226	-0.490812	-0.000034
C18	C	1.719368	-0.219491	-0.000003
C19	C	2.030920	0.140237	-0.000013
C20	C	2.195126	0.143517	-0.000023
C21	C	1.773850	0.318249	-0.000032
C22	C	1.790627	0.423619	-0.000044
N23	N	1.761792	0.144843	0.425666
N24	N	1.761821	0.144842	-0.425688
H25	H	1.935980	-0.351306	-0.000130
H26	H	1.587626	-0.359004	-0.000021
",9.8576773562894,2.837985466829324,1.0,0
41007,hMOF-5038901,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065218
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995422
_cell_angle_beta	89.997198
_cell_angle_gamma	89.102381
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975818	0.139141	-0.136623
O2	O	2.475818	0.639141	0.363377
O3	O	1.547798	0.150554	-0.136626
O4	O	2.047798	0.650554	0.363374
O5	O	1.755383	0.006808	-0.136608
O6	O	2.255383	0.506808	0.363392
O7	O	1.768232	0.282887	-0.136641
O8	O	2.268232	0.782887	0.363359
O9	O	1.755371	0.006806	0.136619
O10	O	2.255371	0.506806	0.636619
O11	O	1.547785	0.150552	0.136601
O12	O	2.047785	0.650552	0.636601
O13	O	1.975805	0.139139	0.136604
O14	O	2.475805	0.639139	0.636604
Zn15	Zn	1.761793	0.144845	0.179983
Zn16	Zn	2.261793	0.644845	0.679983
Zn17	Zn	1.761810	0.144848	-0.180005
Zn18	Zn	2.261810	0.644848	0.319995
O19	O	1.768220	0.282885	0.136586
O20	O	2.268220	0.782885	0.636586
C21	C	1.492683	0.149456	-0.000013
C22	C	1.992683	0.649456	0.499987
C23	C	1.328477	0.146176	-0.000013
C24	C	1.828477	0.646176	0.499987
C25	C	1.749752	-0.028556	0.000006
C26	C	2.249752	0.471444	0.500006
C27	C	1.732975	-0.133926	0.000008
C28	C	2.232975	0.366074	0.500008
C29	C	1.702304	-0.326850	-0.000016
C30	C	2.202304	0.173150	0.499984
C31	C	1.821293	-0.383462	-0.000020
C32	C	2.321293	0.116538	0.499980
C33	C	1.804226	-0.490812	-0.000034
C34	C	2.304226	0.009188	0.499966
C35	C	1.719368	-0.219491	-0.000003
C36	C	2.219368	0.280509	0.499997
C37	C	2.030920	0.140237	-0.000013
C38	C	2.530920	0.640237	0.499987
C39	C	2.195126	0.143517	-0.000023
C40	C	2.695126	0.643517	0.499977
C41	C	1.773850	0.318249	-0.000032
C42	C	2.273850	0.818249	0.499968
C43	C	1.790627	0.423619	-0.000044
C44	C	2.290627	0.923619	0.499956
N45	N	1.761792	0.144843	0.425666
N46	N	2.261792	0.644843	0.925666
N47	N	1.761821	0.144842	-0.425688
N48	N	2.261821	0.644842	0.074312
H49	H	1.935980	-0.351306	-0.000130
H50	H	2.435980	0.148694	0.499870
H51	H	1.587626	-0.359004	-0.000021
H52	H	2.087626	0.140996	0.499979
",12.68783585723969,7.441785440293553,1.0,0
41008,hMOF-5038902,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065218
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995422
_cell_angle_beta	89.997198
_cell_angle_gamma	89.102381
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975818	0.139141	-0.136623
O2	O	2.309151	0.472474	0.196710
O3	O	2.642484	0.805808	0.530043
O4	O	1.547798	0.150554	-0.136626
O5	O	1.881131	0.483887	0.196707
O6	O	2.214464	0.817221	0.530041
O7	O	1.755383	0.006808	-0.136608
O8	O	2.088717	0.340141	0.196725
O9	O	2.422050	0.673474	0.530058
O10	O	1.768232	0.282887	-0.136641
O11	O	2.101566	0.616220	0.196692
O12	O	2.434899	0.949554	0.530026
O13	O	1.755371	0.006806	0.136619
O14	O	2.088704	0.340139	0.469952
O15	O	2.422037	0.673473	0.803285
O16	O	1.547785	0.150552	0.136601
O17	O	1.881118	0.483885	0.469934
O18	O	2.214452	0.817219	0.803268
O19	O	1.975805	0.139139	0.136604
O20	O	2.309138	0.472472	0.469937
O21	O	2.642472	0.805806	0.803270
Zn22	Zn	1.761793	0.144845	0.179983
Zn23	Zn	2.095126	0.478179	0.513316
Zn24	Zn	2.428460	0.811512	0.846650
Zn25	Zn	1.761810	0.144848	-0.180005
Zn26	Zn	2.095143	0.478181	0.153328
Zn27	Zn	2.428476	0.811514	0.486661
O28	O	1.768220	0.282885	0.136586
O29	O	2.101553	0.616219	0.469920
O30	O	2.434886	0.949552	0.803253
C31	C	1.492683	0.149456	-0.000013
C32	C	1.826017	0.482789	0.333321
C33	C	2.159350	0.816123	0.666654
C34	C	1.328477	0.146176	-0.000013
C35	C	1.661810	0.479510	0.333320
C36	C	1.995144	0.812843	0.666653
C37	C	1.749752	-0.028556	0.000006
C38	C	2.083086	0.304777	0.333339
C39	C	2.416419	0.638111	0.666672
C40	C	1.732975	-0.133926	0.000008
C41	C	2.066309	0.199408	0.333341
C42	C	2.399642	0.532741	0.666674
C43	C	1.702304	-0.326850	-0.000016
C44	C	2.035637	0.006483	0.333317
C45	C	2.368970	0.339816	0.666650
C46	C	1.821293	-0.383462	-0.000020
C47	C	2.154626	-0.050129	0.333313
C48	C	2.487959	0.283205	0.666646
C49	C	1.804226	-0.490812	-0.000034
C50	C	2.137560	-0.157479	0.333300
C51	C	2.470893	0.175855	0.666633
C52	C	1.719368	-0.219491	-0.000003
C53	C	2.052701	0.113843	0.333330
C54	C	2.386034	0.447176	0.666664
C55	C	2.030920	0.140237	-0.000013
C56	C	2.364253	0.473570	0.333320
C57	C	2.697586	0.806904	0.666653
C58	C	2.195126	0.143517	-0.000023
C59	C	2.528459	0.476850	0.333310
C60	C	2.861793	0.810183	0.666643
C61	C	1.773850	0.318249	-0.000032
C62	C	2.107184	0.651582	0.333302
C63	C	2.440517	0.984916	0.666635
C64	C	1.790627	0.423619	-0.000044
C65	C	2.123961	0.756952	0.333289
C66	C	2.457294	1.090285	0.666622
N67	N	1.761792	0.144843	0.425666
N68	N	2.095126	0.478177	0.758999
N69	N	2.428459	0.811510	1.092332
N70	N	1.761821	0.144842	-0.425688
N71	N	2.095155	0.478176	-0.092355
N72	N	2.428488	0.811509	0.240979
H73	H	1.935980	-0.351306	-0.000130
H74	H	2.269313	-0.017973	0.333203
H75	H	2.602646	0.315360	0.666537
H76	H	1.587626	-0.359004	-0.000021
H77	H	1.920959	-0.025671	0.333312
H78	H	2.254292	0.307662	0.666646
",4.797082097310698e-24,0.9999999999999966,1.0,0
41009,hMOF-5038918,"data_functionalizedCrystal
_audit_creation_method	'MofGen! by Chris Wilmer'
_symmetry_space_group_name_H-M	'P1'
_symmetry_Int_Tables_number	1
_symmetry_cell_setting	triclinic
loop_
_symmetry_equiv_pos_as_xyz
  x,y,z
_cell_length_a	9.065218
_cell_length_b	14.044220
_cell_length_c	8.140239
_cell_angle_alpha	89.995422
_cell_angle_beta	89.997198
_cell_angle_gamma	89.102381
loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
O1	O	1.975818	0.139141	-0.136623
O2	O	1.547798	0.150554	-0.136626
O3	O	1.755383	0.006808	-0.136608
O4	O	1.768232	0.282887	-0.136641
O5	O	1.755371	0.006806	0.136619
O6	O	1.547785	0.150552	0.136601
O7	O	1.975805	0.139139	0.136604
Zn8	Zn	1.761793	0.144845	0.179983
Zn9	Zn	1.761810	0.144848	-0.180005
O10	O	1.768220	0.282885	0.136586
C11	C	1.492683	0.149456	-0.000013
C12	C	1.328477	0.146176	-0.000013
C13	C	1.749752	-0.028556	0.000006
C14	C	1.732975	-0.133926	0.000008
C15	C	1.702304	-0.326850	-0.000016
C16	C	1.821293	-0.383462	-0.000020
C17	C	1.804226	-0.490812	-0.000034
C18	C	1.719368	-0.219491	-0.000003
C19	C	2.030920	0.140237	-0.000013
C20	C	2.195126	0.143517	-0.000023
C21	C	1.773850	0.318249	-0.000032
C22	C	1.790627	0.423619	-0.000044
N23	N	1.761792	0.144843	0.425666
N24	N	1.761821	0.144842	-0.425688
H25	H	1.587626	-0.359004	-0.000021
H26	H	1.935980	-0.351306	-0.000130
",9.879194892411814,2.860920411414725,1.0,0
